node_id,node_type,label,avg_rpi,n_paket,degree_cent,in_degree,pagerank,risk_influence,betweenness,cluster_id
SK::694056/PELAKSANAAN CIPTA KARYA PROVINSI BALI,satker,694056/PELAKSANAAN CIPTA KARYA PROVINSI BALI,23.17,3,0.0001,0.0,5e-06,1e-06,0.0,-1
SK::693894/PELAKSANAAN JALAN NASIONAL WILAYAH I PROVINSI JABAR,satker,693894/PELAKSANAAN JALAN NASIONAL WILAYAH I PROVINSI JABAR,30.09,1,0.0001,0.0,2e-06,0.0,0.0,-1
SK::694262 / SNVT AIR TANAH DAN AIR BAKU BBWS BRANTAS,satker,694262 / SNVT AIR TANAH DAN AIR BAKU BBWS BRANTAS,25.71,2,0.0001,0.0,3e-06,1e-06,0.0,-1
SK::694383/BALAI PELAKSANA PEMILIHAN JASA KONSTRUKSI WILAYAH BANGKA BELITUNG,satker,694383/BALAI PELAKSANA PEMILIHAN JASA KONSTRUKSI WILAYAH BANGKA BELITUNG,19.83,1,0.0001,0.0,2e-06,0.0,0.0,-1
SK::Puskesmas Lais,satker,Puskesmas Lais,14.39,17,0.0002,0.0,2.7e-05,4e-06,0.0,-1
SK::KECAMATAN BINTANG,satker,KECAMATAN BINTANG,19.65,50,0.0002,0.0,8e-05,1.6e-05,0.0,-1
SK::KELURAHAN HEWULI,satker,KELURAHAN HEWULI,20.34,13,0.0002,0.0,2.1e-05,4e-06,0.0,-1
SK::MADRASAH TSANAWIYAH NEGERI 2 JOMBANG 417929,satker,MADRASAH TSANAWIYAH NEGERI 2 JOMBANG 417929,14.04,2,0.0001,0.0,3e-06,0.0,0.0,-1
SK::Direktorat Bina Sumber Daya Manusia Lembaga dan Pranata Kebudayaan,satker,Direktorat Bina Sumber Daya Manusia Lembaga dan Pranata Kebudayaan,33.85,514,0.0002,0.0,0.000821,0.000278,0.0,-1
SK::05 KANWIL JAWA TIMUR BSK,satker,05 KANWIL JAWA TIMUR BSK,31.54,25,0.0002,0.0,4e-05,1.3e-05,0.0,-1
SK::DINAS PERKEBUNAN DAN PETERNAKAN  KAB. TANJUNG JABUNG BARAT,satker,DINAS PERKEBUNAN DAN PETERNAKAN  KAB. TANJUNG JABUNG BARAT,8.74,30,0.0001,0.0,4.8e-05,4e-06,0.0,-1
SK::Kelurahan Sei Kera Hilir - II,satker,Kelurahan Sei Kera Hilir - II,8.09,7,0.0002,0.0,1.1e-05,1e-06,0.0,-1
SK::BLUD Puskesmas Roworejo,satker,BLUD Puskesmas Roworejo,21.15,30,0.0001,0.0,4.8e-05,1e-05,0.0,-1
SK::UPT. Puskesmas Sukaramai,satker,UPT. Puskesmas Sukaramai,8.87,15,0.0001,0.0,2.4e-05,2e-06,0.0,-1
SK::Puskesmas Lampeong,satker,Puskesmas Lampeong,14.21,2,0.0001,0.0,3e-06,0.0,0.0,-1
SK::Rumah Sakit Pratama Tanali,satker,Rumah Sakit Pratama Tanali,32.31,58,0.0002,0.0,9.3e-05,3e-05,0.0,-1
SK::Puskesmas Cahaya Negeri,satker,Puskesmas Cahaya Negeri,10.53,6,0.0001,0.0,1e-05,1e-06,0.0,-1
SK::PUSKESMAS BATU 10,satker,PUSKESMAS BATU 10,28.44,11,0.0001,0.0,1.8e-05,5e-06,0.0,-1
SK::Kecamatan Ende Tengah,satker,Kecamatan Ende Tengah,35.65,56,0.0001,0.0,8.9e-05,3.2e-05,0.0,-1
SK::KECAMATAN DAMPAL SELATAN,satker,KECAMATAN DAMPAL SELATAN,18.34,20,0.0001,0.0,3.2e-05,6e-06,0.0,-1
SK::DISTRIK MAKKI,satker,DISTRIK MAKKI,25.72,8,0.0002,0.0,1.3e-05,3e-06,0.0,-1
SK::DISTRIK TIOM,satker,DISTRIK TIOM,25.72,8,0.0002,0.0,1.3e-05,3e-06,0.0,-1
SK::DISTRIK BUGUK GONA,satker,DISTRIK BUGUK GONA,25.72,8,0.0002,0.0,1.3e-05,3e-06,0.0,-1
SK::DISTRIK MALAGAINERI,satker,DISTRIK MALAGAINERI,19.34,8,0.0001,0.0,1.3e-05,2e-06,0.0,-1
SK::DISTRIK DIMBA,satker,DISTRIK DIMBA,25.72,8,0.0002,0.0,1.3e-05,3e-06,0.0,-1
SK::693533 BALAI PENGELOLAAN HUTAN LESTARI WILAYAH III,satker,693533 BALAI PENGELOLAAN HUTAN LESTARI WILAYAH III,22.03,7,0.0002,0.0,1.1e-05,2e-06,0.0,-1
SK::Puskesmas Lemo,satker,Puskesmas Lemo,17.11,2,0.0001,0.0,3e-06,1e-06,0.0,-1
SK::MADRASAH TSANAWIYAH NEGERI 30 JAKARTA KOTA JAKARTA TIMUR 676771,satker,MADRASAH TSANAWIYAH NEGERI 30 JAKARTA KOTA JAKARTA TIMUR 676771,23.86,31,0.0002,0.0,5e-05,1.2e-05,0.0,-1
SK::Puskesmas Air Periukan,satker,Puskesmas Air Periukan,8.37,12,0.0001,0.0,1.9e-05,2e-06,0.0,-1
SK::UPT Wil. X Donggala,satker,UPT Wil. X Donggala,31.94,7,0.0001,0.0,1.1e-05,4e-06,0.0,-1
SK::Puskesmas Sekampung,satker,Puskesmas Sekampung,23.75,51,0.0001,0.0,8.1e-05,1.9e-05,0.0,-1
SK::KANTOR KEMENTERIAN AGAMA KAB GUNUNG KIDUL 417767,satker,KANTOR KEMENTERIAN AGAMA KAB GUNUNG KIDUL 417767,21.43,1,0.0001,0.0,2e-06,0.0,0.0,-1
SK::Kelurahan Sambongpari,satker,Kelurahan Sambongpari,23.96,27,0.0001,0.0,4.3e-05,1e-05,0.0,-1
SK::Kelurahan Kedaung,satker,Kelurahan Kedaung,22.54,23,0.0002,0.0,3.7e-05,8e-06,0.0,-1
SK::Kecamatan Bilah Barat,satker,Kecamatan Bilah Barat,9.55,21,0.0001,0.0,3.4e-05,3e-06,0.0,-1
SK::FKTP Puskesmas Tangkeh,satker,FKTP Puskesmas Tangkeh,29.15,48,0.0002,0.0,7.7e-05,2.2e-05,0.0,-1
SK::BADAN PENANGGULANGAN BENCANA DAERAH KOTA SIBOLGA,satker,BADAN PENANGGULANGAN BENCANA DAERAH KOTA SIBOLGA,20.04,26,0.0002,0.0,4.2e-05,8e-06,0.0,-1
SK::Puskesmas Kota Jawa,satker,Puskesmas Kota Jawa,25.1,31,0.0001,0.0,5e-05,1.2e-05,0.0,-1
SK::MADRASAH TSANAWIYAH NEGERI KAWUNGLARANG MTSN 14 KAB CIAMIS 661391,satker,MADRASAH TSANAWIYAH NEGERI KAWUNGLARANG MTSN 14 KAB CIAMIS 661391,23.52,8,0.0001,0.0,1.3e-05,3e-06,0.0,-1
SK::KECAMATAN ALOK,satker,KECAMATAN ALOK,15.49,26,0.0002,0.0,4.2e-05,6e-06,0.0,-1
SK::RSUD SAMUDA,satker,RSUD SAMUDA,25.97,48,0.0002,0.0,7.7e-05,2e-05,0.0,-1
SK::UPT Veteriner,satker,UPT Veteriner,15.85,33,0.0002,0.0,5.3e-05,8e-06,0.0,-1
SK::Puskesmas Terbanggi Subing,satker,Puskesmas Terbanggi Subing,20.05,30,0.0001,0.0,4.8e-05,1e-05,0.0,-1
SK::Puskesmas Maubasa,satker,Puskesmas Maubasa,41.79,68,0.0002,0.0,0.000109,4.5e-05,0.0,-1
SK::Satuan Kerja Dekonsentrasi Dinas Pertanian dan Ketahanan Pangan Provinsi Jawa Timur,satker,Satuan Kerja Dekonsentrasi Dinas Pertanian dan Ketahanan Pangan Provinsi Jawa Timur,8.5,16,0.0001,0.0,2.6e-05,2e-06,0.0,-1
SK::Puskesmas BLUD Angsana,satker,Puskesmas BLUD Angsana,38.15,24,0.0002,0.0,3.8e-05,1.5e-05,0.0,-1
"SK::DINAS LINGKUNGAN HIDUP, KEHUTANAN DAN ESDM",satker,"DINAS LINGKUNGAN HIDUP, KEHUTANAN DAN ESDM",44.54,42,0.0002,0.0,6.7e-05,3e-05,0.0,-1
SK::KECAMATAN SOLOR TIMUR,satker,KECAMATAN SOLOR TIMUR,22.11,11,0.0001,0.0,1.8e-05,4e-06,0.0,-1
"SK::Dinas Perindustrian, Perdagangan, Koperasi dan  UKM",satker,"Dinas Perindustrian, Perdagangan, Koperasi dan  UKM",20.37,28,0.0001,0.0,4.5e-05,9e-06,0.0,-1
SK::KANTOR UNIT PENYELENGGARA BANDAR UDARA KELAS III KIWIROK,satker,KANTOR UNIT PENYELENGGARA BANDAR UDARA KELAS III KIWIROK,40.45,9,0.0001,0.0,1.4e-05,6e-06,0.0,-1
SK::Puskesmas BLUD Mekarjaya,satker,Puskesmas BLUD Mekarjaya,29.21,27,0.0002,0.0,4.3e-05,1.3e-05,0.0,-1
SK::Kecamatan Cikalong,satker,Kecamatan Cikalong,22.82,10,0.0001,0.0,1.6e-05,4e-06,0.0,-1
SK::Kelurahan Kelimutu,satker,Kelurahan Kelimutu,34.11,51,0.0002,0.0,8.1e-05,2.8e-05,0.0,-1
SK::PUSKESMAS CANDRA MUKTI,satker,PUSKESMAS CANDRA MUKTI,49.58,3,0.0001,0.0,5e-06,2e-06,0.0,-1
SK::PUSKESMAS SALOBULO,satker,PUSKESMAS SALOBULO,9.56,6,0.0001,0.0,1e-05,1e-06,0.0,-1
SK::MADRASAH ALIYAH NEGERI MUARA LABUH MAN 1 KAB SOLOK SELATAN 309182,satker,MADRASAH ALIYAH NEGERI MUARA LABUH MAN 1 KAB SOLOK SELATAN 309182,51.08,10,0.0001,0.0,1.6e-05,8e-06,0.0,-1
SK::Kecamatan Gunung Kerinci,satker,Kecamatan Gunung Kerinci,6.66,91,0.0001,0.0,0.000145,1e-05,0.0,-1
SK::KECAMATAN IV NAGARI BAYANG UTARA,satker,KECAMATAN IV NAGARI BAYANG UTARA,20.57,35,0.0001,0.0,5.6e-05,1.2e-05,0.0,-1
SK::KECAMATAN PONDOK KUBANG,satker,KECAMATAN PONDOK KUBANG,12.77,14,0.0001,0.0,2.2e-05,3e-06,0.0,-1
SK::KECAMATAN PURWAKARTA,satker,KECAMATAN PURWAKARTA,21.69,106,0.0002,0.0,0.000169,3.7e-05,0.0,-1
SK::Kantor Camat Kairatu,satker,Kantor Camat Kairatu,31.9,24,0.0001,0.0,3.8e-05,1.2e-05,0.0,-1
SK::KELURAHAN PABEAN,satker,KELURAHAN PABEAN,24.03,33,0.0002,0.0,5.3e-05,1.3e-05,0.0,-1
SK::KANTOR KEMENTERIAN AGAMA KOTA TERNATE 650087,satker,KANTOR KEMENTERIAN AGAMA KOTA TERNATE 650087,31.75,106,0.0001,0.0,0.000169,5.4e-05,0.0,-1
SK::UPT. Puskesmas Simpang Limun,satker,UPT. Puskesmas Simpang Limun,9.11,15,0.0001,0.0,2.4e-05,2e-06,0.0,-1
SK::KANTOR PUSAT INSPEKTORAT JENDERAL,satker,KANTOR PUSAT INSPEKTORAT JENDERAL,31.96,37,0.0001,0.0,5.9e-05,1.9e-05,0.0,-1
SK::694131 / OPERASI DAN PEMELIHARAAN SUMBER DAYA AIR SUMATERA II,satker,694131 / OPERASI DAN PEMELIHARAAN SUMBER DAYA AIR SUMATERA II,39.76,1,0.0001,0.0,2e-06,1e-06,0.0,-1
SK::694426/BALAI PENGEMBANGAN KOMPETENSI PEKERJAAN UMUM DAN PERUMAHAN RAKYAT WILAYAH V YOGYAKARTA,satker,694426/BALAI PENGEMBANGAN KOMPETENSI PEKERJAAN UMUM DAN PERUMAHAN RAKYAT WILAYAH V YOGYAKARTA,13.0,4,0.0001,0.0,6e-06,1e-06,0.0,-1
SK::693872/PELAKSANAAN JALAN NASIONAL WILAYAH II PROVINSI ACEH,satker,693872/PELAKSANAAN JALAN NASIONAL WILAYAH II PROVINSI ACEH,20.82,2,0.0001,0.0,3e-06,1e-06,0.0,-1
SK::KANTOR KESYAHBANDARAN DAN OTORITAS PELABUHAN BONTANG,satker,KANTOR KESYAHBANDARAN DAN OTORITAS PELABUHAN BONTANG,31.16,8,0.0002,0.0,1.3e-05,4e-06,0.0,-1
SK::Puskesmas Tutar,satker,Puskesmas Tutar,36.19,16,0.0001,0.0,2.6e-05,9e-06,0.0,-1
"SK::UPTD Mekanisasi, Perbenihan dan POPT",satker,"UPTD Mekanisasi, Perbenihan dan POPT",21.86,4,0.0001,0.0,6e-06,1e-06,0.0,-1
SK::Kecamatan Sumberejo,satker,Kecamatan Sumberejo,10.58,59,0.0001,0.0,9.4e-05,1e-05,0.0,-1
SK::KECAMATAN BANGGAI SELATAN,satker,KECAMATAN BANGGAI SELATAN,6.75,15,0.0001,0.0,2.4e-05,2e-06,0.0,-1
SK::Kecamatan Gandapura,satker,Kecamatan Gandapura,23.93,54,0.0002,0.0,8.6e-05,2.1e-05,0.0,-1
SK::BLUD Puskesmas Senapelan,satker,BLUD Puskesmas Senapelan,20.81,5,0.0001,0.0,8e-06,2e-06,0.0,-1
SK::Distrik Mannem,satker,Distrik Mannem,16.13,3,0.0001,0.0,5e-06,1e-06,0.0,-1
SK::Kelurahan Sangkunur,satker,Kelurahan Sangkunur,19.4,9,0.0001,0.0,1.4e-05,3e-06,0.0,-1
SK::KECAMATAN BELOPA UTARA,satker,KECAMATAN BELOPA UTARA,26.34,12,0.0001,0.0,1.9e-05,5e-06,0.0,-1
SK::Kelurahan Lontio,satker,Kelurahan Lontio,9.43,5,0.0001,0.0,8e-06,1e-06,0.0,-1
SK::PUSKESMAS HIANG,satker,PUSKESMAS HIANG,8.66,8,0.0001,0.0,1.3e-05,1e-06,0.0,-1
SK::Kecamatan Samarang,satker,Kecamatan Samarang,23.53,36,0.0001,0.0,5.8e-05,1.4e-05,0.0,-1
SK::DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI TP TANPANG,satker,DINAS PERTANIAN DAN KETAHANAN PANGAN PROVINSI BALI TP TANPANG,8.98,2,0.0001,0.0,3e-06,0.0,0.0,-1
SK::Kecamatan Wolowaru,satker,Kecamatan Wolowaru,34.87,94,0.0001,0.0,0.00015,5.2e-05,0.0,-1
SK::KECAMATAN WOTAN ULUMADO,satker,KECAMATAN WOTAN ULUMADO,20.39,21,0.0001,0.0,3.4e-05,7e-06,0.0,-1
SK::KANTOR KEMENTERIAN AGAMA KABUPATEN BIREUEN 635354,satker,KANTOR KEMENTERIAN AGAMA KABUPATEN BIREUEN 635354,32.61,26,0.0001,0.0,4.2e-05,1.4e-05,0.0,-1
SK::BIDANG PENINGKATAN PRESTASI OLAHRAGA,satker,BIDANG PENINGKATAN PRESTASI OLAHRAGA,52.33,212,0.0001,0.0,0.000339,0.000177,0.0,-1
SK::Puskesmas Mangili,satker,Puskesmas Mangili,21.26,15,0.0001,0.0,2.4e-05,5e-06,0.0,-1
SK::UPTD Pengawasan Mutu dan Sertikfikasi Benih Perkebunan,satker,UPTD Pengawasan Mutu dan Sertikfikasi Benih Perkebunan,15.81,7,0.0002,0.0,1.1e-05,2e-06,0.0,-1
SK::Kecamatan Salapian,satker,Kecamatan Salapian,18.24,21,0.0002,0.0,3.4e-05,6e-06,0.0,-1
SK::Kecamatan Kayu Aro Barat,satker,Kecamatan Kayu Aro Barat,6.95,71,0.0001,0.0,0.000113,8e-06,0.0,-1
SK::KANWIL KEMENTERIAN AGAMA PROV ACEH 299176,satker,KANWIL KEMENTERIAN AGAMA PROV ACEH 299176,34.06,1,0.0001,0.0,2e-06,1e-06,0.0,-1
SK::Puskesmas Lahei I,satker,Puskesmas Lahei I,20.91,2,0.0001,0.0,3e-06,1e-06,0.0,-1
SK::UPT Puskesmas Rantau Ikil,satker,UPT Puskesmas Rantau Ikil,22.62,36,0.0002,0.0,5.8e-05,1.3e-05,0.0,-1
SK::DISTRIK WANO BARAT,satker,DISTRIK WANO BARAT,31.89,8,0.0002,0.0,1.3e-05,4e-06,0.0,-1
SK::DISTRIK MELAGI,satker,DISTRIK MELAGI,25.72,8,0.0002,0.0,1.3e-05,3e-06,0.0,-1
SK::DISTRIK MOKONI,satker,DISTRIK MOKONI,19.34,8,0.0001,0.0,1.3e-05,2e-06,0.0,-1
SK::DISTRIK WIRINGGAMBUT,satker,DISTRIK WIRINGGAMBUT,19.34,8,0.0001,0.0,1.3e-05,2e-06,0.0,-1
SK::BALAI VETERINER SUBANG,satker,BALAI VETERINER SUBANG,25.67,31,0.0001,0.0,5e-05,1.3e-05,0.0,-1
SK::Puskesmas Bengkol,satker,Puskesmas Bengkol,13.87,26,0.0002,0.0,4.2e-05,6e-06,0.0,-1
SK::Kelurahan Pandan Kasturi,satker,Kelurahan Pandan Kasturi,15.13,11,0.0001,0.0,1.8e-05,3e-06,0.0,-1
SK::KECAMATAN KOLONO TIMUR,satker,KECAMATAN KOLONO TIMUR,42.28,8,0.0002,0.0,1.3e-05,5e-06,0.0,-1
SK::MADRASAH ALIYAH NEGERI 1 LAHAT KAB LAHAT 424220,satker,MADRASAH ALIYAH NEGERI 1 LAHAT KAB LAHAT 424220,16.39,10,0.0001,0.0,1.6e-05,3e-06,0.0,-1
SK::Satuan Kerja Dekonsentrasi Dinas Ketahanan Pangan dan Peternakan Provinsi Jawa Barat,satker,Satuan Kerja Dekonsentrasi Dinas Ketahanan Pangan dan Peternakan Provinsi Jawa Barat,15.31,21,0.0001,0.0,3.4e-05,5e-06,0.0,-1
SK::UPTD PUSKESMAS MANGGARI,satker,UPTD PUSKESMAS MANGGARI,20.93,33,0.0001,0.0,5.3e-05,1.1e-05,0.0,-1
SK::UPTD PUSKESMAS SINDANGAGUNG,satker,UPTD PUSKESMAS SINDANGAGUNG,36.88,23,0.0001,0.0,3.7e-05,1.4e-05,0.0,-1
SK::PERUMDA Tirta Mahakam Kab Kutai Kartanegara,satker,PERUMDA Tirta Mahakam Kab Kutai Kartanegara,35.59,2,0.0001,0.0,3e-06,1e-06,0.0,-1
SK::UPT KPH Dampelas Tinombo,satker,UPT KPH Dampelas Tinombo,28.04,17,0.0002,0.0,2.7e-05,8e-06,0.0,-1
SK::BALAI VETERINER JAYAPURA,satker,BALAI VETERINER JAYAPURA,14.92,5,0.0001,0.0,8e-06,1e-06,0.0,-1
SK::Kecamatan Maesaan,satker,Kecamatan Maesaan,30.82,7,0.0001,0.0,1.1e-05,3e-06,0.0,-1
SK::Kecamatan Marpoyan Damai,satker,Kecamatan Marpoyan Damai,24.25,71,0.0002,0.0,0.000113,2.8e-05,0.0,-1
SK::Unit Pelayanan Pajak dan Retribusi Daerah Wilayah IV,satker,Unit Pelayanan Pajak dan Retribusi Daerah Wilayah IV,22.62,29,0.0002,0.0,4.6e-05,1e-05,0.0,-1
SK::Kecamatan Salawu,satker,Kecamatan Salawu,11.48,6,0.0001,0.0,1e-05,1e-06,0.0,-1
SK::KANTOR KEMENTERIAN AGAMA KAB GORONTALO 419301,satker,KANTOR KEMENTERIAN AGAMA KAB GORONTALO 419301,15.05,8,0.0001,0.0,1.3e-05,2e-06,0.0,-1
SK::UPT. Puskesmas Pasar Merah,satker,UPT. Puskesmas Pasar Merah,9.08,20,0.0001,0.0,3.2e-05,3e-06,0.0,-1
SK::DINAS KEARSIPAN,satker,DINAS KEARSIPAN,15.75,8,0.0001,0.0,1.3e-05,2e-06,0.0,-1
SK::MADRASAH TSANAWIYAH NEGERI 10 MAJALENGKA 601937,satker,MADRASAH TSANAWIYAH NEGERI 10 MAJALENGKA 601937,14.35,2,0.0001,0.0,3e-06,0.0,0.0,-1
SK::BALAI BESAR PENERAPAN MODERNISASI PERTANIAN NTT,satker,BALAI BESAR PENERAPAN MODERNISASI PERTANIAN NTT,46.83,22,0.0001,0.0,3.5e-05,1.6e-05,0.0,-1
SK::KEJAKSAAN NEGERI JAMBI,satker,KEJAKSAAN NEGERI JAMBI,27.43,1,0.0001,0.0,2e-06,0.0,0.0,-1
SK::KANTOR KEMENTERIAN AGAMA KAB GORONTALO 419303,satker,KANTOR KEMENTERIAN AGAMA KAB GORONTALO 419303,11.49,19,0.0001,0.0,3e-05,3e-06,0.0,-1
SK::KECAMATAN KETOL,satker,KECAMATAN KETOL,21.96,31,0.0001,0.0,5e-05,1.1e-05,0.0,-1
SK::Atase Perdagangan Brussel,satker,Atase Perdagangan Brussel,31.32,1,0.0001,0.0,2e-06,1e-06,0.0,-1
SK::DEWAN PERTAHANAN NASIONAL,satker,DEWAN PERTAHANAN NASIONAL,22.48,2,0.0001,0.0,3e-06,1e-06,0.0,-1
SK::FKTP Puskesmas Cot Seumeureung,satker,FKTP Puskesmas Cot Seumeureung,22.95,58,0.0001,0.0,9.3e-05,2.1e-05,0.0,-1
"SK::Dinas Pemberdayaan Masyarakat, Pemerintahan Desa, Kependudukan dan Pencatatan Sipil",satker,"Dinas Pemberdayaan Masyarakat, Pemerintahan Desa, Kependudukan dan Pencatatan Sipil",25.55,27,0.0001,0.0,4.3e-05,1.1e-05,0.0,-1
SK::MADRASAH TSANAWIYAH NEGERI 9 JEMBER 573560,satker,MADRASAH TSANAWIYAH NEGERI 9 JEMBER 573560,29.12,4,0.0002,0.0,6e-06,2e-06,0.0,-1
SK::MADRASAH ALIYAH NEGERI 3 SLEMAN 417615,satker,MADRASAH ALIYAH NEGERI 3 SLEMAN 417615,43.87,7,0.0001,0.0,1.1e-05,5e-06,0.0,-1
SK::Kecamatan Sungai Menang,satker,Kecamatan Sungai Menang,29.04,15,0.0001,0.0,2.4e-05,7e-06,0.0,-1
SK::PUSKESMAS GEDUNG WANI,satker,PUSKESMAS GEDUNG WANI,10.84,4,0.0001,0.0,6e-06,1e-06,0.0,-1
SK::KPHL GERBANG BARITO,satker,KPHL GERBANG BARITO,35.27,65,0.0002,0.0,0.000104,3.7e-05,0.0,-1
SK::DINAS PEMBERDAYAAN MASYARAKAT DAN LEMBANG,satker,DINAS PEMBERDAYAAN MASYARAKAT DAN LEMBANG,22.59,41,0.0002,0.0,6.5e-05,1.5e-05,0.0,-1
SK::KPU  KABUPATEN BARITO UTARA,satker,KPU  KABUPATEN BARITO UTARA,14.88,17,0.0001,0.0,2.7e-05,4e-06,0.0,-1
SK::MADRASAH ALIYAH NEGERI BANDA ACEH KOTA BANDA ACEH,satker,MADRASAH ALIYAH NEGERI BANDA ACEH KOTA BANDA ACEH,19.65,1,0.0001,0.0,2e-06,0.0,0.0,-1
SK::Atase Perdagangan Cairo,satker,Atase Perdagangan Cairo,31.47,1,0.0001,0.0,2e-06,1e-06,0.0,-1
SK::PUSKESMAS NAGA RANTAI,satker,PUSKESMAS NAGA RANTAI,9.84,1,0.0001,0.0,2e-06,0.0,0.0,-1
SK::Kelurahan Pasar Sipagimbar,satker,Kelurahan Pasar Sipagimbar,40.44,12,0.0001,0.0,1.9e-05,8e-06,0.0,-1
SK::Kecamatan Tomia,satker,Kecamatan Tomia,38.23,26,0.0001,0.0,4.2e-05,1.6e-05,0.0,-1
SK::SEKRETARIAT BAWASLU KABUPATEN BANGKALAN,satker,SEKRETARIAT BAWASLU KABUPATEN BANGKALAN,27.97,5,0.0001,0.0,8e-06,2e-06,0.0,-1
SK::PUSKESMAS TOTO MULYO,satker,PUSKESMAS TOTO MULYO,49.61,4,0.0001,0.0,6e-06,3e-06,0.0,-1
SK::Kecamatan Rantau Utara,satker,Kecamatan Rantau Utara,20.01,47,0.0001,0.0,7.5e-05,1.5e-05,0.0,-1
SK::Kelurahan Huta Raja,satker,Kelurahan Huta Raja,10.14,9,0.0001,0.0,1.4e-05,1e-06,0.0,-1
SK::Dinas Penanaman modal dan Pelayanan Perizinan Terpadu Satu Pintu,satker,Dinas Penanaman modal dan Pelayanan Perizinan Terpadu Satu Pintu,25.25,38,0.0001,0.0,6.1e-05,1.5e-05,0.0,-1
SK::KEJAKSAAN NEGERI BARRU,satker,KEJAKSAAN NEGERI BARRU,25.54,1,0.0001,0.0,2e-06,0.0,0.0,-1
SK::693528 BALAI PENGELOLAAN HUTAN LESTARI WILAYAH II,satker,693528 BALAI PENGELOLAAN HUTAN LESTARI WILAYAH II,29.51,6,0.0001,0.0,1e-05,3e-06,0.0,-1
SK::KECAMATAN PANYABUNGAN,satker,KECAMATAN PANYABUNGAN,28.3,23,0.0001,0.0,3.7e-05,1e-05,0.0,-1
SK::Puskesmas Ranotana Weru,satker,Puskesmas Ranotana Weru,9.5,33,0.0001,0.0,5.3e-05,5e-06,0.0,-1
SK::KANTOR KEMENTERIAN AGAMA KAB ROTE NDAO 664189,satker,KANTOR KEMENTERIAN AGAMA KAB ROTE NDAO 664189,21.95,3,0.0001,0.0,5e-06,1e-06,0.0,-1
SK::MADRASAH TSANAWIYAH NEGERI 32 JAKARTA KOTA JAKARTA SELATAN 676792,satker,MADRASAH TSANAWIYAH NEGERI 32 JAKARTA KOTA JAKARTA SELATAN 676792,17.37,1,0.0001,0.0,2e-06,0.0,0.0,-1
SK::DISTRIK MILIMBO,satker,DISTRIK MILIMBO,19.34,8,0.0001,0.0,1.3e-05,2e-06,0.0,-1
SK::DISTRIK GUNA,satker,DISTRIK GUNA,25.64,7,0.0002,0.0,1.1e-05,3e-06,0.0,-1
SK::Kelurahan Padang Mas,satker,Kelurahan Padang Mas,17.63,11,0.0001,0.0,1.8e-05,3e-06,0.0,-1
SK::Kecamatan Samarinda Ilir,satker,Kecamatan Samarinda Ilir,33.33,87,0.0002,0.0,0.000139,4.6e-05,0.0,-1
SK::MADRASAH TSANAWIYAH NEGERI MANGGARAI TIMUR 661516,satker,MADRASAH TSANAWIYAH NEGERI MANGGARAI TIMUR 661516,23.84,3,0.0001,0.0,5e-06,1e-06,0.0,-1
SK::Kantor Camat Inamosol,satker,Kantor Camat Inamosol,31.47,43,0.0001,0.0,6.9e-05,2.2e-05,0.0,-1
SK::DISTRIK NIKOGWE,satker,DISTRIK NIKOGWE,25.64,7,0.0002,0.0,1.1e-05,3e-06,0.0,-1
SK::KANTOR KEMENTERIAN AGAMA KAB HALMAHERA SELATAN 664105,satker,KANTOR KEMENTERIAN AGAMA KAB HALMAHERA SELATAN 664105,31.99,481,0.0001,0.0,0.000768,0.000246,0.0,-1
SK::PUSKESMAS TOSORA,satker,PUSKESMAS TOSORA,10.9,6,0.0001,0.0,1e-05,1e-06,0.0,-1
SK::Kecamatan Gunung Pelindung,satker,Kecamatan Gunung Pelindung,31.25,26,0.0001,0.0,4.2e-05,1.3e-05,0.0,-1
SK::DISTRIK YAKOMI,satker,DISTRIK YAKOMI,27.4,4,0.0001,0.0,6e-06,2e-06,0.0,-1
SK::DISTRIK BALINGGA BARAT,satker,DISTRIK BALINGGA BARAT,25.64,7,0.0002,0.0,1.1e-05,3e-06,0.0,-1
SK::Puskesmas Tumpung Laung,satker,Puskesmas Tumpung Laung,18.8,2,0.0001,0.0,3e-06,1e-06,0.0,-1
SK::PUSKESMAS SANGGAU LEDO,satker,PUSKESMAS SANGGAU LEDO,24.75,18,0.0001,0.0,2.9e-05,7e-06,0.0,-1
SK::KANTOR WILAYAH DJP DAERAH ISTIMEWA YOGYAKARTA,satker,KANTOR WILAYAH DJP DAERAH ISTIMEWA YOGYAKARTA,38.45,124,0.0001,0.0,0.000198,7.6e-05,0.0,-1
SK::KANTOR PELAYANAN KEKAYAAN NEGARA DAN LELANG JAKARTA I,satker,KANTOR PELAYANAN KEKAYAAN NEGARA DAN LELANG JAKARTA I,31.45,56,0.0001,0.0,8.9e-05,2.8e-05,0.0,-1
SK::KANTOR PELAYANAN PERBENDAHARAAN NEGARA PANGKALAN BUN,satker,KANTOR PELAYANAN PERBENDAHARAAN NEGARA PANGKALAN BUN,43.15,22,0.0002,0.0,3.5e-05,1.5e-05,0.0,-1
SK::KANWIL DITJEN PERBENDAHARAAN PROVINSI SULAWESI SELATAN,satker,KANWIL DITJEN PERBENDAHARAAN PROVINSI SULAWESI SELATAN,52.08,35,0.0001,0.0,5.6e-05,2.9e-05,0.0,-1
