node_id,node_type,label,avg_rpi,n_paket,degree_cent,in_degree,pagerank,risk_influence,betweenness,cluster_id
SK::Kecamatan Jatibanteng,satker,Kecamatan Jatibanteng,12.58,54,0.0002,0.0,8.6e-05,1.1e-05,0.0,-1
SK::Kemantren Gondomanan,satker,Kemantren Gondomanan,25.99,87,0.0002,0.0,0.000139,3.6e-05,0.0,-1
SK::BADAN PUSAT STATISTIK KAB GORONTALO UTARA,satker,BADAN PUSAT STATISTIK KAB GORONTALO UTARA,27.6,132,0.0001,0.0,0.000211,5.8e-05,0.0,-1
SK::PUSKESMAS PINOLOSIAN,satker,PUSKESMAS PINOLOSIAN,17.93,20,0.0001,0.0,3.2e-05,6e-06,0.0,-1
SK::KECAMATAN TUGU,satker,KECAMATAN TUGU,23.04,58,0.0003,0.0001,9.3e-05,2.1e-05,0.0,-1
SK::UPTD PUSKESMAS GUNUNG SARI ILIR,satker,UPTD PUSKESMAS GUNUNG SARI ILIR,26.75,38,0.0002,0.0,6.1e-05,1.6e-05,0.0,-1
SK::PENGADILAN MILITER II 10 DI SEMARANG01,satker,PENGADILAN MILITER II 10 DI SEMARANG01,23.59,6,0.0001,0.0,1e-05,2e-06,0.0,-1
SK::Dinas  Kependudukan dan Pencatatan Sipil,satker,Dinas  Kependudukan dan Pencatatan Sipil,13.69,83,0.0002,0.0,0.000133,1.8e-05,0.0,-1
SK::Kecamatan Anjir Muara,satker,Kecamatan Anjir Muara,8.92,44,0.0002,0.0,7e-05,6e-06,0.0,-1
SK::PENGADILAN AGAMA KOTABARU,satker,PENGADILAN AGAMA KOTABARU,8.38,1,0.0001,0.0,2e-06,0.0,0.0,-1
SK::31 KANWIL GORONTALO AHU,satker,31 KANWIL GORONTALO AHU,37.2,47,0.0002,0.0,7.5e-05,2.8e-05,0.0,-1
SK::PENGADILAN NEGERI SELAYAR 01,satker,PENGADILAN NEGERI SELAYAR 01,17.47,5,0.0002,0.0,8e-06,1e-06,0.0,-1
"SK::Badan Perencanaan Pembangunan, Penelitian dan Pengembangan",satker,"Badan Perencanaan Pembangunan, Penelitian dan Pengembangan",21.66,424,0.0003,0.0001,0.000677,0.000147,0.0,-1
SK::KECAMATAN NONGSA,satker,KECAMATAN NONGSA,20.62,73,0.0002,0.0,0.000117,2.4e-05,0.0,-1
SK::DISTRIK NAVIGASI BELAWAN,satker,DISTRIK NAVIGASI BELAWAN,30.01,12,0.0002,0.0,1.9e-05,6e-06,0.0,-1
SK::Puskesmas Wangkal,satker,Puskesmas Wangkal,21.17,53,0.0002,0.0,8.5e-05,1.8e-05,0.0,-1
SK::Puskesmas Jatiwangi,satker,Puskesmas Jatiwangi,11.93,28,0.0001,0.0,4.5e-05,5e-06,0.0,-1
"SK::Dinas Komunikasi, Informatika, Statistik dan Persandian Kabupaten Wakatobi",satker,"Dinas Komunikasi, Informatika, Statistik dan Persandian Kabupaten Wakatobi",19.85,7,0.0001,0.0,1.1e-05,2e-06,0.0,-1
SK::PANTI SOSIAL BINA DAKSA BUDI BHAKTI 1,satker,PANTI SOSIAL BINA DAKSA BUDI BHAKTI 1,30.58,36,0.0002,0.0,5.8e-05,1.8e-05,0.0,-1
SK::BADAN PUSAT STATISTIK KAB BATANG,satker,BADAN PUSAT STATISTIK KAB BATANG,13.22,165,0.0001,0.0,0.000264,3.5e-05,0.0,-1
SK::BALAI BESAR PENGEMBANGAN PENGUJIAN MUTU BENIH TANAMAN PANGAN  HORTIKULTURA DKI JAKARTA,satker,BALAI BESAR PENGEMBANGAN PENGUJIAN MUTU BENIH TANAMAN PANGAN  HORTIKULTURA DKI JAKARTA,13.83,33,0.0001,0.0,5.3e-05,7e-06,0.0,-1
SK::Kecamatan Tuntang,satker,Kecamatan Tuntang,20.69,94,0.0002,0.0,0.00015,3.1e-05,0.0,-1
SK::PENGADILAN NEGERI LABUHA 03,satker,PENGADILAN NEGERI LABUHA 03,17.38,1,0.0001,0.0,2e-06,0.0,0.0,-1
SK::PENGADILAN AGAMA BINJAI,satker,PENGADILAN AGAMA BINJAI,20.28,1,0.0001,0.0,2e-06,0.0,0.0,-1
"SK::DINAS KOPERASI, USAHA MIKRO DAN PERDAGANGAN",satker,"DINAS KOPERASI, USAHA MIKRO DAN PERDAGANGAN",27.68,382,0.0003,0.0001,0.00061,0.000169,0.0,-1
SK::POLITEKNIK PERKAPALAN NEGERI SURABAYA,satker,POLITEKNIK PERKAPALAN NEGERI SURABAYA,27.86,13,0.0002,0.0,2.1e-05,6e-06,0.0,-1
SK::Direktorat Jenderal Pengadaan Tanah dan Pengembangan Pertanahan,satker,Direktorat Jenderal Pengadaan Tanah dan Pengembangan Pertanahan,41.68,112,0.0002,0.0,0.000179,7.5e-05,0.0,-1
SK::PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA BNN,satker,PUSAT PENGEMBANGAN SUMBER DAYA MANUSIA BNN,28.0,43,0.0002,0.0,6.9e-05,1.9e-05,0.0,-1
SK::Kemantren Gondokusuman,satker,Kemantren Gondokusuman,24.03,249,0.0002,0.0,0.000398,9.6e-05,0.0,-1
SK::IM23 KANTOR IMIGRASI KELAS II NON TPI PALOPO,satker,IM23 KANTOR IMIGRASI KELAS II NON TPI PALOPO,26.48,58,0.0001,0.0,9.3e-05,2.5e-05,0.0,-1
SK::31 KANWIL GORONTALO SETJEN,satker,31 KANWIL GORONTALO SETJEN,41.75,72,0.0002,0.0,0.000115,4.8e-05,0.0,-1
SK::Kecamatan Sindangkasih,satker,Kecamatan Sindangkasih,21.05,44,0.0002,0.0,7e-05,1.5e-05,0.0,-1
SK::KEJAKSAAN NEGERI KOTA PEKALONGAN,satker,KEJAKSAAN NEGERI KOTA PEKALONGAN,18.5,4,0.0001,0.0,6e-06,1e-06,0.0,-1
SK::KANTOR WILAYAH PAPUA BARAT IDP,satker,KANTOR WILAYAH PAPUA BARAT IDP,30.72,39,0.0001,0.0,6.2e-05,1.9e-05,0.0,-1
SK::Kelurahan Romanglompoa,satker,Kelurahan Romanglompoa,7.37,6,0.0001,0.0,1e-05,1e-06,0.0,-1
SK::Badan Perencanaan Pembangunan Daerah Penelitian Dan Pengembangan,satker,Badan Perencanaan Pembangunan Daerah Penelitian Dan Pengembangan,25.73,130,0.0002,0.0,0.000208,5.3e-05,0.0,-1
SK::KANTOR PERTANAHAN KABUPATEN BUTON TENGAH,satker,KANTOR PERTANAHAN KABUPATEN BUTON TENGAH,25.03,19,0.0002,0.0,3e-05,8e-06,0.0,-1
SK::RSUD Aji Muhammad Parikesit,satker,RSUD Aji Muhammad Parikesit,32.41,117,0.0003,0.0,0.000187,6.1e-05,0.0,-1
SK::POLITEKNIK NEGERI BALIKPAPAN,satker,POLITEKNIK NEGERI BALIKPAPAN,32.12,29,0.0002,0.0,4.6e-05,1.5e-05,0.0,-1
SK::KPU  KABUPATEN SAMBAS,satker,KPU  KABUPATEN SAMBAS,27.01,19,0.0001,0.0,3e-05,8e-06,0.0,-1
SK::PENGADILAN NEGERI SANANA 01,satker,PENGADILAN NEGERI SANANA 01,19.65,2,0.0001,0.0,3e-06,1e-06,0.0,-1
"SK::Dinas Komunikasi Informatika, Statistik dan Persandian",satker,"Dinas Komunikasi Informatika, Statistik dan Persandian",16.08,132,0.0002,0.0001,0.000211,3.4e-05,0.0,-1
"SK::Dinas Pemberdayaan Perempuan, Perlindungan Anak dan Sosial",satker,"Dinas Pemberdayaan Perempuan, Perlindungan Anak dan Sosial",11.94,1,0.0001,0.0,2e-06,0.0,0.0,-1
SK::BADAN PUSAT STATISTIK KAB LUWU,satker,BADAN PUSAT STATISTIK KAB LUWU,29.3,241,0.0001,0.0,0.000385,0.000113,0.0,-1
SK::KECAMATAN SURANENGGALA,satker,KECAMATAN SURANENGGALA,22.46,47,0.0001,0.0,7.5e-05,1.7e-05,0.0,-1
SK::MAKO KODIKLATAL TNI AL,satker,MAKO KODIKLATAL TNI AL,23.44,25,0.0002,0.0,4e-05,9e-06,0.0,-1
SK::Balai Besar Standardisasi dan Pelayanan Jasa Industri Hasil Perkebunan Mineral Logam dan Maritim,satker,Balai Besar Standardisasi dan Pelayanan Jasa Industri Hasil Perkebunan Mineral Logam dan Maritim,23.08,17,0.0001,0.0,2.7e-05,6e-06,0.0,-1
SK::RSUD Teluk Kuantan,satker,RSUD Teluk Kuantan,29.0,22,0.0002,0.0,3.5e-05,1e-05,0.0,-1
SK::UIN MATARAM 307843,satker,UIN MATARAM 307843,30.76,6,0.0001,0.0,1e-05,3e-06,0.0,-1
SK::KANTOR PELAYANAN PAJAK PRATAMA PONTIANAK BARAT,satker,KANTOR PELAYANAN PAJAK PRATAMA PONTIANAK BARAT,43.55,47,0.0002,0.0,7.5e-05,3.3e-05,0.0,-1
SK::KANTOR PELAYANAN PAJAK DAERAH DIY DI KABUPATEN KULONPROGO,satker,KANTOR PELAYANAN PAJAK DAERAH DIY DI KABUPATEN KULONPROGO,23.41,65,0.0002,0.0,0.000104,2.4e-05,0.0,-1
SK::Dinas Pemberdayaan Perempuan dan Perlindungan Anak dan Pengendalian Penduduk dan Keluarga Berencana,satker,Dinas Pemberdayaan Perempuan dan Perlindungan Anak dan Pengendalian Penduduk dan Keluarga Berencana,11.64,38,0.0002,0.0,6.1e-05,7e-06,0.0,-1
SK::BADAN PUSAT STATISTIK KAB KEPULAUAN SELAYAR,satker,BADAN PUSAT STATISTIK KAB KEPULAUAN SELAYAR,23.8,116,0.0002,0.0,0.000185,4.4e-05,0.0,-1
"SK::Dinas Koperasi, Usaha Kecil Menengah, Perdagangan dan Perindustrian",satker,"Dinas Koperasi, Usaha Kecil Menengah, Perdagangan dan Perindustrian",14.59,221,0.0003,0.0001,0.000353,5.2e-05,0.0,-1
SK::15 KANWIL KALIMANTAN SELATAN AHU,satker,15 KANWIL KALIMANTAN SELATAN AHU,37.61,30,0.0002,0.0,4.8e-05,1.8e-05,0.0,-1
SK::BANDAR UDARA MALI ALOR,satker,BANDAR UDARA MALI ALOR,27.93,31,0.0002,0.0,5e-05,1.4e-05,0.0,-1
SK::Pusat Pengembangan SDM Ketenagakerjaan,satker,Pusat Pengembangan SDM Ketenagakerjaan,27.96,231,0.0002,0.0,0.000369,0.000103,0.0,-1
SK::Inspektorat Utama,satker,Inspektorat Utama,42.49,20,0.0002,0.0001,3.2e-05,1.4e-05,0.0,-1
SK::PUSKESMAS JAMBU KULON,satker,PUSKESMAS JAMBU KULON,23.12,101,0.0002,0.0,0.000161,3.7e-05,0.0,-1
SK::BALAI PENDIDIKAN DAN PELATIHAN KEAGAMAAN DENPASAR 426211,satker,BALAI PENDIDIKAN DAN PELATIHAN KEAGAMAAN DENPASAR 426211,18.74,115,0.0002,0.0,0.000184,3.4e-05,0.0,-1
"SK::DINAS PEKERJAAN UMUM, PENATAAN RUANG, PERUMAHAAN DAN KAWASAN PEMUKIMAN",satker,"DINAS PEKERJAAN UMUM, PENATAAN RUANG, PERUMAHAAN DAN KAWASAN PEMUKIMAN",21.71,432,0.0002,0.0,0.00069,0.00015,0.0,-1
SK::DEPUTI BIDANG PEMBERANTASAN,satker,DEPUTI BIDANG PEMBERANTASAN,52.53,26,0.0002,0.0,4.2e-05,2.2e-05,0.0,-1
SK::LEMBAGA KETAHANAN NASIONAL REPUBLIK INDONESIA,satker,LEMBAGA KETAHANAN NASIONAL REPUBLIK INDONESIA,33.39,420,0.0003,0.0,0.000671,0.000224,0.0,-1
SK::BADAN NARKOTIKA NASIONAL PROVINSI JAMBI,satker,BADAN NARKOTIKA NASIONAL PROVINSI JAMBI,11.58,7,0.0001,0.0,1.1e-05,1e-06,0.0,-1
SK::PENGADILAN AGAMA NUNUKAN 01,satker,PENGADILAN AGAMA NUNUKAN 01,15.87,2,0.0001,0.0,3e-06,1e-06,0.0,-1
SK::KECAMATAN PENGADEGAN,satker,KECAMATAN PENGADEGAN,8.14,67,0.0001,0.0,0.000107,9e-06,0.0,-1
SK::PUSKES TNI MB TNI,satker,PUSKES TNI MB TNI,26.73,13,0.0001,0.0,2.1e-05,6e-06,0.0,-1
SK::KECAMATAN KEMIRI,satker,KECAMATAN KEMIRI,16.25,55,0.0001,0.0,8.8e-05,1.4e-05,0.0,-1
SK::PENGADILAN NEGERI SIGLI01,satker,PENGADILAN NEGERI SIGLI01,14.57,3,0.0001,0.0,5e-06,1e-06,0.0,-1
SK::RSUD Dr. H. Chasan Boesoerie Ternate,satker,RSUD Dr. H. Chasan Boesoerie Ternate,28.35,21,0.0002,0.0,3.4e-05,1e-05,0.0,-1
SK::Kantor Pertanahan KAB LEBAK,satker,Kantor Pertanahan KAB LEBAK,10.67,133,0.0001,0.0,0.000212,2.3e-05,0.0,-1
SK::PENGADILAN NEGERI KABUPATEN MAGELANG DI MUNGKID 03,satker,PENGADILAN NEGERI KABUPATEN MAGELANG DI MUNGKID 03,16.35,1,0.0001,0.0,2e-06,0.0,0.0,-1
SK::UPT P3 LLAJ KEDIRI,satker,UPT P3 LLAJ KEDIRI,10.77,20,0.0002,0.0,3.2e-05,3e-06,0.0,-1
SK::BALAI POM DI JEMBER,satker,BALAI POM DI JEMBER,21.65,37,0.0001,0.0,5.9e-05,1.3e-05,0.0,-1
SK::BADAN PUSAT STATISTIK KAB OGAN ILIR,satker,BADAN PUSAT STATISTIK KAB OGAN ILIR,27.63,169,0.0002,0.0,0.00027,7.5e-05,0.0,-1
SK::INSTITUT SENI INDONESIA YOGYAKARTA,satker,INSTITUT SENI INDONESIA YOGYAKARTA,24.17,88,0.0003,0.0,0.000141,3.4e-05,0.0,-1
SK::PENGADILAN NEGERI SELAYAR 03,satker,PENGADILAN NEGERI SELAYAR 03,17.38,1,0.0001,0.0,2e-06,0.0,0.0,-1
SK::PENGADILAN AGAMA CIREBON01,satker,PENGADILAN AGAMA CIREBON01,16.0,3,0.0001,0.0,5e-06,1e-06,0.0,-1
SK::Kelurahan Tetebatu,satker,Kelurahan Tetebatu,8.12,7,0.0001,0.0,1.1e-05,1e-06,0.0,-1
SK::Kantor Pertanahan KAB BELU,satker,Kantor Pertanahan KAB BELU,15.58,2,0.0001,0.0,3e-06,0.0,0.0,-1
SK::Kelurahan Sepanjangjaya,satker,Kelurahan Sepanjangjaya,8.72,7,0.0001,0.0,1.1e-05,1e-06,0.0,-1
SK::Kelurahan Romangpolong,satker,Kelurahan Romangpolong,16.9,6,0.0001,0.0,1e-05,2e-06,0.0,-1
SK::BADAN PUSAT STATISTIK KAB MAMUJU TENGAH,satker,BADAN PUSAT STATISTIK KAB MAMUJU TENGAH,27.21,148,0.0002,0.0,0.000236,6.4e-05,0.0,-1
SK::UPT P3 LLAJ PROBOLINGGO,satker,UPT P3 LLAJ PROBOLINGGO,21.57,20,0.0002,0.0,3.2e-05,7e-06,0.0,-1
SK::Kelurahan Parangbanoa,satker,Kelurahan Parangbanoa,7.32,7,0.0001,0.0,1.1e-05,1e-06,0.0,-1
SK::BALAI POM DI GORONTALO,satker,BALAI POM DI GORONTALO,24.94,21,0.0002,0.0,3.4e-05,8e-06,0.0,-1
SK::POLITEKNIK KELAUTAN DAN PERIKANAN SIDOARJO,satker,POLITEKNIK KELAUTAN DAN PERIKANAN SIDOARJO,32.88,76,0.0002,0.0,0.000121,4e-05,0.0,-1
SK::KEJAKSAAN NEGERI KARANGANYAR,satker,KEJAKSAAN NEGERI KARANGANYAR,17.57,5,0.0001,0.0,8e-06,1e-06,0.0,-1
SK::Kantor Pertanahan KAB NGANJUK,satker,Kantor Pertanahan KAB NGANJUK,17.37,84,0.0001,0.0,0.000134,2.3e-05,0.0,-1
SK::BALAI LAYANAN PERPUSTAKAAN,satker,BALAI LAYANAN PERPUSTAKAAN,17.65,63,0.0002,0.0,0.000101,1.8e-05,0.0,-1
SK::KESATUAN PENGELOLAAN HUTAN TANAH LAUT,satker,KESATUAN PENGELOLAAN HUTAN TANAH LAUT,23.8,49,0.0002,0.0,7.8e-05,1.9e-05,0.0,-1
SK::UNIVERSITAS NEGERI MAKASSAR,satker,UNIVERSITAS NEGERI MAKASSAR,36.75,8,0.0001,0.0,1.3e-05,5e-06,0.0,-1
SK::PENGADILAN NEGERI LARANTUKA01,satker,PENGADILAN NEGERI LARANTUKA01,13.18,7,0.0001,0.0,1.1e-05,1e-06,0.0,-1
SK::UPT P3 LLAJ MOJOKERTO,satker,UPT P3 LLAJ MOJOKERTO,16.61,22,0.0002,0.0,3.5e-05,6e-06,0.0,-1
SK::PENGADILAN TATA USAHA NEGARA PADANG 01,satker,PENGADILAN TATA USAHA NEGARA PADANG 01,13.36,8,0.0001,0.0,1.3e-05,2e-06,0.0,-1
SK::Balai Monitor Spektrum Frekuensi Radio Kelas II Mataram,satker,Balai Monitor Spektrum Frekuensi Radio Kelas II Mataram,31.88,17,0.0002,0.0,2.7e-05,9e-06,0.0,-1
SK::IM13 KANTOR IMIGRASI KELAS II NON TPI WONOSOBO,satker,IM13 KANTOR IMIGRASI KELAS II NON TPI WONOSOBO,31.07,141,0.0002,0.0,0.000225,7e-05,0.0,-1
SK::BPK RI PERWAKILAN  PROVINSI SULAWESI TENGAH,satker,BPK RI PERWAKILAN  PROVINSI SULAWESI TENGAH,22.33,47,0.0001,0.0,7.5e-05,1.7e-05,0.0,-1
SK::Kecamatan Kubutambahan,satker,Kecamatan Kubutambahan,17.18,42,0.0001,0.0,6.7e-05,1.2e-05,0.0,-1
SK::KEJAKSAAN NEGERI GIANYAR,satker,KEJAKSAAN NEGERI GIANYAR,24.84,2,0.0001,0.0,3e-06,1e-06,0.0,-1
SK::Kantor Pertanahan KAB BANJARNEGARA,satker,Kantor Pertanahan KAB BANJARNEGARA,28.1,132,0.0001,0.0,0.000211,5.9e-05,0.0,-1
SK::Kecamatan Payakumbuh Utara,satker,Kecamatan Payakumbuh Utara,6.95,67,0.0001,0.0,0.000107,7e-06,0.0,-1
SK::KECAMATAN HELUMO,satker,KECAMATAN HELUMO,17.42,11,0.0001,0.0,1.8e-05,3e-06,0.0,-1
SK::BALAI BESAR PELATIHAN PETERNAKAN BATU MALANG JAWA TIMUR,satker,BALAI BESAR PELATIHAN PETERNAKAN BATU MALANG JAWA TIMUR,22.47,108,0.0002,0.0,0.000173,3.9e-05,0.0,-1
SK::UPT PENGELOLAAN PENDAPATAN DAERAH MADIUN,satker,UPT PENGELOLAAN PENDAPATAN DAERAH MADIUN,12.77,29,0.0001,0.0,4.6e-05,6e-06,0.0,-1
SK::KOMISI YUDISIAL RI,satker,KOMISI YUDISIAL RI,33.89,25,0.0002,0.0,4e-05,1.4e-05,0.0,-1
SK::BALAI STANDARDISASI METROLOGI LEGAL REGIONAL III,satker,BALAI STANDARDISASI METROLOGI LEGAL REGIONAL III,49.36,2,0.0001,0.0,3e-06,2e-06,0.0,-1
SK::Kelurahan Bonto-Bontoa,satker,Kelurahan Bonto-Bontoa,16.02,7,0.0001,0.0,1.1e-05,2e-06,0.0,-1
SK::KECAMATAN TUNJUNGAN,satker,KECAMATAN TUNJUNGAN,29.32,40,0.0002,0.0,6.4e-05,1.9e-05,0.0,-1
SK::PENGADILAN AGAMA DABO SINGKEP 01,satker,PENGADILAN AGAMA DABO SINGKEP 01,14.25,2,0.0001,0.0,3e-06,0.0,0.0,-1
SK::KECAMATAN JRENGIK,satker,KECAMATAN JRENGIK,10.45,42,0.0001,0.0,6.7e-05,7e-06,0.0,-1
SK::MAHKAMAH SYARIYAH BLANGKEJEREN01,satker,MAHKAMAH SYARIYAH BLANGKEJEREN01,24.84,6,0.0002,0.0,1e-05,2e-06,0.0,-1
SK::KEJAKSAAN NEGERI KABUPATEN BOGOR,satker,KEJAKSAAN NEGERI KABUPATEN BOGOR,17.15,3,0.0001,0.0,5e-06,1e-06,0.0,-1
SK::Kecamatan Mojowarno,satker,Kecamatan Mojowarno,22.73,48,0.0002,0.0,7.7e-05,1.7e-05,0.0,-1
"SK::DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA SERTA PEMBERDAYAAN MASYARAKAT DAN DESA",satker,"DINAS PEMBERDAYAAN PEREMPUAN DAN PERLINDUNGAN ANAK, PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA SERTA PEMBERDAYAAN MASYARAKAT DAN DESA",15.87,216,0.0002,0.0,0.000345,5.5e-05,0.0,-1
"SK::Dinas Pendidikan, Pemuda Dan Olahraga",satker,"Dinas Pendidikan, Pemuda Dan Olahraga",17.96,11,0.0002,0.0,1.8e-05,3e-06,0.0,-1
SK::Universitas Islam Internasional Indonesia,satker,Universitas Islam Internasional Indonesia,16.15,13,0.0001,0.0,2.1e-05,3e-06,0.0,-1
SK::UPT P3 LLAJ TULUNGAGUNG,satker,UPT P3 LLAJ TULUNGAGUNG,12.05,26,0.0002,0.0,4.2e-05,5e-06,0.0,-1
SK::Balai Besar Sertifikasi Elektronik,satker,Balai Besar Sertifikasi Elektronik,35.74,30,0.0002,0.0,4.8e-05,1.7e-05,0.0,-1
SK::KANTOR PELAYANAN PAJAK DAERAH DIY DI KOTA YOGYAKARTA,satker,KANTOR PELAYANAN PAJAK DAERAH DIY DI KOTA YOGYAKARTA,16.25,73,0.0002,0.0,0.000117,1.9e-05,0.0,-1
SK::PENGADILAN NEGERI GRESIK,satker,PENGADILAN NEGERI GRESIK,48.79,1,0.0001,0.0,2e-06,1e-06,0.0,-1
SK::UPTD Anak Berkebutuhan Khusus (ABK),satker,UPTD Anak Berkebutuhan Khusus (ABK),19.08,34,0.0002,0.0,5.4e-05,1e-05,0.0,-1
SK::KANTOR REGIONAL V BADAN KEPEGAWAIAN NEGARA JAKARTA,satker,KANTOR REGIONAL V BADAN KEPEGAWAIAN NEGARA JAKARTA,25.14,13,0.0001,0.0,2.1e-05,5e-06,0.0,-1
SK::Balai Pengelola Transportasi Darat Kelas III Bangka Belitung,satker,Balai Pengelola Transportasi Darat Kelas III Bangka Belitung,19.91,41,0.0003,0.0,6.5e-05,1.3e-05,0.0,-1
SK::PENGADILAN NEGERI SIGLI,satker,PENGADILAN NEGERI SIGLI,48.79,1,0.0001,0.0,2e-06,1e-06,0.0,-1
SK::KANTOR KEMENTERIAN AGAMA KAB BULELENG 419875,satker,KANTOR KEMENTERIAN AGAMA KAB BULELENG 419875,17.93,11,0.0002,0.0,1.8e-05,3e-06,0.0,-1
SK::KECAMATAN HALONG,satker,KECAMATAN HALONG,15.69,74,0.0001,0.0,0.000118,1.9e-05,0.0,-1
SK::TVRI STASIUN SUMATERA BARAT,satker,TVRI STASIUN SUMATERA BARAT,19.09,3,0.0001,0.0,5e-06,1e-06,0.0,-1
SK::PENGADILAN NEGERI TANJUNG KARANG 01,satker,PENGADILAN NEGERI TANJUNG KARANG 01,17.01,4,0.0001,0.0,6e-06,1e-06,0.0,-1
SK::UPTD RSUD Bantar Gebang,satker,UPTD RSUD Bantar Gebang,28.93,172,0.0002,0.0,0.000275,7.9e-05,0.0,-1
SK::DINAS LINGKUNGAN HIDUP DAN PERHUBUNGAN,satker,DINAS LINGKUNGAN HIDUP DAN PERHUBUNGAN,27.3,299,0.0003,0.0001,0.000478,0.00013,0.0,-1
SK::BADAN NARKOTIKA NASIONAL KABUPATEN MEMPAWAH,satker,BADAN NARKOTIKA NASIONAL KABUPATEN MEMPAWAH,23.58,21,0.0001,0.0,3.4e-05,8e-06,0.0,-1
SK::KANTOR WILAYAH SUMATERA UTARA PDK,satker,KANTOR WILAYAH SUMATERA UTARA PDK,9.79,19,0.0002,0.0,3e-05,3e-06,0.0,-1
SK::PUSKESMAS TEBET,satker,PUSKESMAS TEBET,19.5,109,0.0002,0.0,0.000174,3.4e-05,0.0,-1
SK::PENGADILAN NEGERI SIMALUNGUN 01,satker,PENGADILAN NEGERI SIMALUNGUN 01,16.74,5,0.0001,0.0,8e-06,1e-06,0.0,-1
SK::DIREKTORAT LALU LINTAS JALAN,satker,DIREKTORAT LALU LINTAS JALAN,35.64,53,0.0002,0.0,8.5e-05,3e-05,0.0,-1
SK::UPTD PUSKESMAS JATIBARANG,satker,UPTD PUSKESMAS JATIBARANG,28.53,77,0.0002,0.0,0.000123,3.5e-05,0.0,-1
SK::KECAMATAN KEJAKSAN,satker,KECAMATAN KEJAKSAN,28.15,228,0.0003,0.0,0.000364,0.000103,0.0,-1
SK::PENGADILAN NEGERI SOASIO 01,satker,PENGADILAN NEGERI SOASIO 01,17.39,4,0.0001,0.0,6e-06,1e-06,0.0,-1
SK::KECAMATAN JUAI,satker,KECAMATAN JUAI,12.39,116,0.0001,0.0,0.000185,2.3e-05,0.0,-1
SK::KELURAHAN BAYEM,satker,KELURAHAN BAYEM,18.4,9,0.0001,0.0,1.4e-05,3e-06,0.0,-1
SK::Badan Pembinaan Ideologi Pancasila,satker,Badan Pembinaan Ideologi Pancasila,40.92,494,0.0003,0.0,0.000789,0.000323,0.0,-1
SK::BALAI POM di  Palopo,satker,BALAI POM di  Palopo,33.56,14,0.0002,0.0,2.2e-05,8e-06,0.0,-1
SK::23 KANWIL NUSA TENGGARA BARAT KI,satker,23 KANWIL NUSA TENGGARA BARAT KI,38.85,40,0.0002,0.0,6.4e-05,2.5e-05,0.0,-1
SK::BADAN PUSAT STATISTIK KAB KARANGASEM,satker,BADAN PUSAT STATISTIK KAB KARANGASEM,17.73,118,0.0002,0.0,0.000188,3.3e-05,0.0,-1
SK::BALAI PENGELOLA TRANSPORTASI DARAT KELAS II BALI,satker,BALAI PENGELOLA TRANSPORTASI DARAT KELAS II BALI,23.55,19,0.0002,0.0,3e-05,7e-06,0.0,-1
SK::Dinas Koperasi Usaha Mikro Perindustrian dan Perdagangan,satker,Dinas Koperasi Usaha Mikro Perindustrian dan Perdagangan,21.94,378,0.0003,0.0001,0.000604,0.000132,0.0,-1
SK::Perwakilan BKKBN Provinsi Bangka Belitung,satker,Perwakilan BKKBN Provinsi Bangka Belitung,34.93,77,0.0002,0.0,0.000123,4.3e-05,0.0,-1
SK::IM20 RUMAH DETENSI IMIGRASI DENPASAR,satker,IM20 RUMAH DETENSI IMIGRASI DENPASAR,28.8,106,0.0002,0.0,0.000169,4.9e-05,0.0,-1
SK::693559 BALAI PENGELOLAAN DAERAH ALIRAN SUNGAI BONE LIMBOTO,satker,693559 BALAI PENGELOLAAN DAERAH ALIRAN SUNGAI BONE LIMBOTO,22.78,13,0.0001,0.0,2.1e-05,5e-06,0.0,-1
SK::PENGADILAN AGAMA SELAYAR,satker,PENGADILAN AGAMA SELAYAR,19.24,1,0.0001,0.0,2e-06,0.0,0.0,-1
SK::KPU  PROVINSI DKI JAKARTA,satker,KPU  PROVINSI DKI JAKARTA,30.37,1,0.0001,0.0,2e-06,0.0,0.0,-1
SK::UPTD Fasilitasi Pembiayaan,satker,UPTD Fasilitasi Pembiayaan,9.23,31,0.0001,0.0,5e-05,5e-06,0.0,-1
SK::TVRI STASIUN NUSA TENGGARA BARAT,satker,TVRI STASIUN NUSA TENGGARA BARAT,31.67,15,0.0002,0.0,2.4e-05,8e-06,0.0,-1
SK::IPDN NTB,satker,IPDN NTB,29.97,29,0.0002,0.0,4.6e-05,1.4e-05,0.0,-1
SK::23 KANWIL NUSA TENGGARA BARAT AHU,satker,23 KANWIL NUSA TENGGARA BARAT AHU,30.58,28,0.0002,0.0,4.5e-05,1.4e-05,0.0,-1
SK::BADAN PUSAT STATISTIK KOTA TANJUNG BALAI,satker,BADAN PUSAT STATISTIK KOTA TANJUNG BALAI,26.25,161,0.0002,0.0,0.000257,6.8e-05,0.0,-1
SK::BALAI PENGELOLA KERETA API RINGAN SUMATERA SELATAN,satker,BALAI PENGELOLA KERETA API RINGAN SUMATERA SELATAN,32.53,47,0.0003,0.0,7.5e-05,2.4e-05,0.0,-1
